word,head,tail
宴安醙毒,yàn,dú
艳如桃李，冷若冰霜,yàn,lǐ，lěng
宴尔新婚,yàn,hūn
晏安醙毒,yàn,dú
晏开之警,yàn,jǐng
晏然自若,yàn,ruò
艳如桃李,yàn,lǐ
艳色绝世,yàn,shì
艳紫妖红,yàn,hóng
宴安鸩毒,yàn,dú
雁过拨毛,yàn,máo
雁塔新题,yàn,tí
雁默先烹,yàn,pēng
燕侣莺俦,yàn,chóu
燕幕自安,yàn,ān
燕雀安知鸿鹄之志,yàn,zhī
燕雀安知鸿鹄志,yàn,zhī
燕雀处堂,yàn,táng
燕雀处屋,yàn,wū
燕雀岂知雕鹗志,yàn,zhī
燕雀相贺,yàn,hè
燕雀之见,yàn,jiàn
燕雀之居,yàn,jū
燕瘦环肥,yàn,féi
燕舞莺歌,yàn,gē
燕舞莺啼,yàn,tí
燕雁代飞,yàn,fēi
燕燕莺莺,yàn,yīng
燕燕于归,yàn,guī
咽苦吐甘,yàn,gān
燕语莺声,yàn,shēng
燕语莺啼,yàn,tí
燕约莺期,yàn,qī
燕跃鹄踊,yàn,yǒng
燕子衔食,yàn,shí
咽苦吞甘,yàn,gān
燕颔书生,yàn,shēng
燕颔儒生,yàn,shēng
燕翼贻谋,yàn,móu
燕颔虎须,yàn,xū
雁南燕北,yàn,běi
燕颔虬须,yàn,xū
雁去鱼来,yàn,lái
雁逝鱼沉,yàn,chén
雁素鱼笺,yàn,jiān
雁塔题名,yàn,míng
雁杳鱼沉,yàn,chén
雁影分飞,yàn,fēi
燕安醙毒,yàn,dú
燕安鸩毒,yàn,dú
燕巢飞幕,yàn,mù
燕巢幕上,yàn,shàng
雁过留声,yàn,shēng
燕巢危幕,yàn,mù
燕巢幙上,yàn,shàng
燕颔虎颈,yàn,jǐng
燕额虎头,yàn,tóu
燕妒莺惭,yàn,cán
燕处危巢,yàn,cháo
燕尔新婚,yàn,hūn
燕颔虎头,yàn,tóu
燕处焚巢,yàn,cháo
燕俦莺侣,yàn,lǚ
燕巢于幕,yàn,mù
燕巢卫幕,yàn,mù
怏怏不乐,yàng,lè
怏怏不悦,yàng,yuè
药到病除,yào,chú
药笼中物,yào,wù
药石之言,yào,yán
要而论之,yào,zhī
要而言之,yào,zhī
乐山乐水,yào,shuǐ
要害之地,yào,dì
药店飞龙,yào,lóng
要言不烦,yào,fán
要价还价,yào,jià
耀祖荣宗,yào,zōng
要死要活,yào,huó
耀武扬威,yào,wēi
要言妙道,yào,dào
睚眦必报,yá,bào
援古证今,yá,jīn
衙官屈宋,yá,sòng
牙牙学语,yá,yǔ
牙签犀轴,yá,zhóu
牙签万轴,yá,zhóu
牙签玉轴,yá,zhóu
牙白口清,yá,qīng
牙签锦轴,yá,zhóu
言简意赅,yán,gāi
言三语四,yán,sì
言若悬河,yán,hé
言人人殊,yán,shū
言清行浊,yán,zhuó
言论风生,yán,shēng
言类悬河,yán,hé
言来语去,yán,qù
言近旨远,yán,yuǎn
言简意该,yán,gāi
言简义丰,yán,fēng
言和意顺,yán,shùn
言简意深,yán,shēn
言近意远,yán,yuǎn
言近指远,yán,yuǎn
言简意少,yán,shǎo
言笑自如,yán,rú
言是人非,yán,fēi
言笑自若,yán,ruò
言信行果,yán,guǒ
言行抱一,yán,yī
言行不贰,yán,èr
言行不符,yán,fú
言行不一,yán,yī
言过其实,yán,shí
言行计从,yán,cóng
言行相悖,yán,bèi
言行相符,yán,fú
言行相副,yán,fù
言行相顾,yán,gù
言行相诡,yán,guǐ
言行信果,yán,guǒ
言行若一,yán,yī
言笑晏晏,yán,yàn
言笑不苟,yán,gǒu
言无伦次,yán,cì
言谈举止,yán,zhǐ
言谈林薮,yán,sǒu
言提其耳,yán,ěr
言听计从,yán,cóng
言听计行,yán,xíng
言听计用,yán,yòng
言听谋决,yán,jué
言听事行,yán,xíng
言听行从,yán,cóng
言外之味,yán,wèi
言外之意,yán,yì
言为心声,yán,shēng
言文行远,yán,yuǎn
言无不尽,yán,jìn
言无二价,yán,jià
言十妄九,yán,jiǔ
言归正传,yán,zhuàn
严刑峻制,yán,zhì
言归和好,yán,hǎo
言不达意,yán,yì
言不逮意,yán,yì
言不二价,yán,jià
言不顾行,yán,xíng
言不及行,yán,xíng
言不及义,yán,yì
言不尽意,yán,yì
言不由中,yán,zhōng
言不由衷,yán,zhōng
言出法随,yán,suí
言出祸从,yán,cóng
言必有中,yán,zhòng
言出祸随,yán,suí
言从计纳,yán,nà
言从计听,yán,tīng
言从计行,yán,xíng
言颠语倒,yán,dǎo
言多必失,yán,shī
言多伤行,yán,xíng
言多伤幸,yán,xìng
言多伤倖,yán,xìng
言而无文，行之不远,yán,wén，xíng
言而不信,yán,xìn
言行一致,yán,zhì
言传身教,yán,jiào
言归于好,yán,hǎo
言必有物,yán,wù
言必信，行必果,yán,bì
言寡尤，行寡悔,yán,guǎ
言高语低,yán,dī
言芳行洁,yán,jié
言方行圆,yán,yuán
言而有信,yán,xìn
言而无信,yán,xìn
延颈鹤望,yán,wàng
延颈举踵,yán,zhǒng
延颈跂踵,yán,zhǒng
延颈企踵,yán,zhǒng
延年益寿,yán,shòu
言必有据,yán,jù
严陈以待,yán,dài
严家饿隶,yán,lì
严气正性,yán,xìng
严霜烈日,yán,rì
严丝合缝,yán,fèng
严刑峻法,yán,fǎ
严以律己，宽以待人,yán,jǐ，kuān
严于律己,yán,jǐ
严于律已,yán,jǐ
严阵以待,yán,dài
妍蚩好恶,yán,è
妍姿艳质,yán,zhì
严惩不贷,yán,dài
言扬行举,yán,jǔ
言发祸随,yán,suí
言有尽而意无穷,yán,ér
沿门持钵,yán,bō
沿门讬钵,yán,bō
沿门托钵,yán,bō
炎黄子孙,yán,sūn
炎凉世态,yán,tài
研机综微,yán,wēi
研京练都,yán,dōu
研经铸史,yán,shǐ
研精毕智,yán,zhì
研精阐微,yán,wēi
研精殚力,yán,lì
研精殚思,yán,sī
研精钩深,yán,shēn
研精竭虑,yán,lǜ
研精究微,yán,wēi
研精苦思,yán,sī
研精覃思,yán,sī
研精致思,yán,sī
研桑心计,yán,jì
盐梅相成,yán,chéng
盐梅之寄,yán,jì
盐梅舟楫,yán,jí
颜丹鬓绿,yán,lǜ
颜骨柳筋,yán,jīn
颜筋柳骨,yán,gǔ
颜精柳骨,yán,gǔ
言犹在耳,yán,ěr
延津之合,yán,hé
羊羔美酒,yán,jiǔ
沿流讨源,yán,yuán
沿才受职,yán,zhí
颜面扫地,yán,dì
岩穴之士,yán,shì
言与心违,yán,wéi
沿波讨源,yán,yuán
言语道断,yán,duàn
言语路绝,yán,jué
言语妙天下,yán,tiān
言约旨远,yán,yuǎn
言者不知,yán,zhī
言者弗知,yán,zhī
言者无罪，闻者足戒,yán,zuì，wén
言者谆谆，听者藐藐,yán,zhūn，tīng
言之不文，行之不远,yán,wén，xíng
言之不预,yán,yù
言之成理,yán,lǐ
言之过甚,yán,shèn
言之无文，行而不远,yán,wén，xíng
延津较,yán,hé
言之无物,yán,wù
言之无文，行之不远,yán,wén，xíng
岩栖穴处,yán,chǔ
岩栖谷饮,yán,yǐn
岩居穴处,yán,chǔ
岩居川观,yán,guān
言重九鼎,yán,dǐng
言中事隐,yán,yǐn
岩栖谷隐,yán,yǐn
言之凿凿,yán,záo
言之谆谆，听之藐藐,yán,zhūn，tīng
言之有礼,yán,lǐ
言之有故,yán,gù
言之有物,yán,wù
言之有序,yán,xù
言之有理,yán,lǐ
杨柳宫眉,yáng,méi
阳奉阴违,yáng,wéi
阳关大道,yáng,dào
阳关三迭,yáng,dié
阳解阴毒,yáng,dú
阳煦山立,yáng,lì
杨穿三叶,yáng,yè
杨虎围匡,yáng,kuāng
杨花水性,yáng,xìng
杨花心性,yáng,xìng
阳春有脚,yáng,jiǎo
佯轮诈败,yáng,bài
杨雀衔环,yáng,huán
杨生黄雀,yáng,què
杨朱泣岐,yáng,qí
佯风诈冒,yáng,mào
阳春白雪,yáng,xuě
佯输诈败,yáng,bài
洋为中用,yáng,yòng
洋洋大观,yáng,guān
洋洋得意,yáng,yì
洋洋洒洒,yáng,sǎ
洋洋纚纚,yáng,sǎ
洋洋盈耳,yáng,ěr
洋洋自得,yáng,dé
杨柳依依,yáng,yī
羊质虎皮,yáng,pí
羊肠鸟道,yáng,dào
羊入虎群,yáng,qún
扬长避短,yáng,duǎn
扬长而去,yáng,qù
扬幡招魂,yáng,hún
扬风抦雅,yáng,yǎ
扬己露才,yáng,cái
扬厉铺张,yáng,zhāng
扬铃打鼓,yáng,gǔ
扬眉瞬目,yáng,mù
扬眉吐气,yáng,qì
扬眉眴目,yáng,mù
扬名四海,yáng,hǎi
扬名显亲,yáng,qīn
羊续悬鱼,yáng,yú
扬葩振藻,yáng,zǎo
扬清抑浊,yáng,zhuó
扬汤止沸,yáng,fèi
扬威曜武,yáng,wǔ
扬威耀武,yáng,wǔ
扬武耀威,yáng,wēi
扬扬得意,yáng,yì
扬扬自得,yáng,dé
羊肠九曲,yáng,qǔ
羊触藩篱,yáng,lí
羊狠狼贪,yáng,tān
羊落虎口,yáng,kǒu
羊毛出在羊身上,yáng,zài
扬清激浊,yáng,zhuó
扬清厉俗,yáng,sú
羊肠小道,yáng,dào
摇身一变,yáo,biàn
瑶台银阙,yáo,què
摇头黣尾,yáo,wěi
摇头穢脑,yáo,nǎo
摇头幌脑,yáo,nǎo
摇头晃脑,yáo,nǎo
摇头摆尾,yáo,wěi
摇头摆脑,yáo,nǎo
摇手触禁,yáo,jìn
瑶台琼室,yáo,shì
摇旗呐喊,yáo,hǎn
摇唇鼓舌,yáo,shé
摇唇鼓喙,yáo,huì
摇笔即来,yáo,lái
峣峣易缺,yáo,quē
姚黄魏紫,yáo,zǐ
姚黄魏品,yáo,pǐn
尧天舜日,yáo,rì
尧趋舜步,yáo,bù
摇鹅毛扇,yáo,shàn
瑶林玉树,yáo,shù
瑶林琼树,yáo,shù
瑶环瑜珥,yáo,ěr
摇尾求食,yáo,shí
摇尾涂中,yáo,zhōng
摇席破坐,yáo,zuò
摇席破座,yáo,zuò
摇摇欲坠,yáo,zhuì
摇亿摆,yáo,bǎi
摇羽毛扇,yáo,shàn
摇嘴掉舌,yáo,shé
遥相呼应,yáo,yìng
遥遥华胄,yáo,zhòu
遥遥领先,yáo,xiān
遥遥无期,yáo,qī
遥遥相对,yáo,duì
遥遥在望,yáo,wàng
瑶草奇花,yáo,huā
瑶草琪花,yáo,huā
瑶草琪葩,yáo,pā
瑶池女使,yáo,shǐ
瑶池玉液,yáo,yè
尧年舜日,yáo,yuè
摇尾乞怜,yáo,lián
摇头叹息,yáo,xī
音相应,yáo,yìng
叶落知秋,yè,qiū
叶落归根,yè,gēn
业业矜矜,yè,jīn
叶瘦花残,yè,cán
曳兵弃甲,yè,jiǎ
曳兵之计,yè,jì
曳裾王门,yè,mén
曳尾泥涂,yè,tú
曳尾涂中,yè,zhōng
邺架之藏,yè,cáng
夜不闭户,yè,hù
业峻鸿绩,yè,jì
夜不成寐,yè,mèi
业精于勤,yè,qín
夜长梦短,yè,duǎn
夜长梦多,yè,duō
夜静更阑,yè,lán
夜静更深,yè,shēn
夜阑人静,yè,jìng
夜郎自大,yè,dà
夜深人静,yè,jìng
夜行被绣,yè,xiù
夜以继日,yè,rì
夜以继昼,yè,zhòu
夜雨对床,yè,chuáng
叶公好龙,yè,lóng
业业兢兢,yè,jīng
爷饭娘羹,yé,gēng
爷羹娘饭,yé,fàn
艺不压身,yì,shēn
溢于言外,yì,wài
瘗玉埋香,yì,xiāng
毅然决然,yì,rán
薏苡蒙谤,yì,bàng
薏苡明珠,yì,zhū
薏苡之谤,yì,bàng
薏苡之谗,yì,chán
翼翼飞鸾,yì,luán
翼翼小心,yì,xīn
义重恩深,yì,shēn
亿万斯年,yì,nián
亿辛万苦,yì,kǔ
亿兆一心,yì,xīn
弋人何篡,yì,cuàn
忆苦思甜,yì,tián
艺高胆大,yì,dà
议不反顾,yì,gù
议论英发,yì,fā
义断恩绝,yì,jué
义正辞严,yì,yán
义薄云天,yì,tiān
义不反顾,yì,gù
义不取容,yì,róng
义不容辞,yì,cí
义不生财,yì,cái
义胆忠肝,yì,gān
溢于言表,yì,biǎo
议论纷错,yì,cuò
义正辞约,yì,yuē
义愤填胸,yì,xiōng
义海恩山,yì,shān
义浆仁粟,yì,sù
义结金兰,yì,lán
义气相投,yì,tóu
义无反顾,yì,gù
义无旋踵,yì,zhǒng
义形于色,yì,sè
义正词严,yì,yán
义愤填膺,yì,yīng
议论纷纷,yì,fēn
抑扬顿挫,yì,cuò
易辙改弦,yì,xián
异木奇花,yì,huā
异名同实,yì,shí
异路同归,yì,guī
异口同韵,yì,yùn
异口同音,yì,yīn
异口同声,yì,shēng
异军突起,yì,qǐ
异军特起,yì,qǐ
异曲同工,yì,gōng
异乎寻常,yì,cháng
异地相逢,yì,féng
议论风发,yì,fā
异宝奇珍,yì,zhēn
亦庄亦谐,yì,xié
亦趋亦步,yì,bù
亦复如是,yì,shì
亦步亦趋,yì,qū
议事日程,yì,chéng
异端邪说,yì,shuō
议论纷纭,yì,yún
异涂同归,yì,guī
衣租食税,yì,shuì
易于拾遗,yì,yí
易于反掌,yì,zhǎng
易于反手,yì,shǒu
易同反掌,yì,zhǎng
易俗移风,yì,fēng
易如拾芥,yì,jiè
易如破竹,yì,zhú
易如反掌,yì,zhǎng
异途同归,yì,guī
易如翻掌,yì,zhǎng
易地而处,yì,chǔ
抑郁寡欢,yì,huān
议论风生,yì,shēng
抑塞磊落,yì,luò
抑强扶弱,yì,ruò
异想天开,yì,kāi
异香扑鼻,yì,bí
异闻传说,yì,shuō
易口以食,yì,shí
异草奇花,yì,huā
意乱心忙,yì,máng
易子而食,yì,shí
意懒心灰,yì,huī
意合情投,yì,tóu
意广才疏,yì,shū
意得志满,yì,mǎn
意出望外,yì,wài
逸韵高致,yì,zhì
逸以待劳,yì,láo
逸兴云飞,yì,fēi
意懒心慵,yì,yōng
逸兴横飞,yì,fēi
逸闻轶事,yì,shì
逸闻琐事,yì,shì
逸闻趣事,yì,shì
逸态横生,yì,shēng
衣被群生,yì,shēng
衣锦过乡,yì,xiāng
意兴盎然,yì,rán
衣锦还乡,yì,xiāng
逸兴遄飞,yì,fēi
衣锦褧衣,yì,yī
意料之外,yì,wài
意气用事,yì,shì
意想不到,yì,dào
意味深长,yì,cháng
易子而教,yì,jiào
意往神驰,yì,chí
意惹情牵,yì,qiān
意前笔后,yì,hòu
意气自若,yì,ruò
意义深长,yì,cháng
意马心猿,yì,yuán
意在笔前,yì,qián
意在言外,yì,wài
意转心回,yì,huí
溢美溢恶,yì,lè
溢美之辞,yì,cí
溢美之言,yì,yán
溢美之语,yì,yǔ
溢言虚美,yì,měi
意气自如,yì,rú
意在笔先,yì,xiān
衣锦荣归,yì,guī
意气洋洋,yì,yáng
衣锦夜行,yì,xíng
益寿延年,yì,nián
衣锦食肉,yì,ròu
益国利民,yì,mín
挹盈注虚,yì,xū
挹斗扬箕,yì,jī
挹彼注兹,yì,zī
挹彼注此,yì,cǐ
悒悒不乐,yì,lè
谊不敢辞,yì,cí
轶闻遗事,yì,shì
轶群绝类,yì,lèi
轶类超群,yì,qún
意满志得,yì,dé
羿射九日,yì,rì
驿使梅花,yì,huā
驿路梅花,yì,huā
驿寄梅花,yì,huā
易子析骸,yì,hái
轶事遗闻,yì,wén
谊不容辞,yì,cí
益谦亏盈,yì,yíng
逸辈殊伦,yì,lún
衣锦夜游,yì,yóu
衣锦昼行,yì,xíng
衣锦昼游,yì,yóu
衣马轻肥,yì,féi
衣轻乘肥,yì,féi
谊切苔岑,yì,cén
逸群之才,yì,cái
逸群绝伦,yì,lún
衣绣昼行,yì,xíng
意兴索然,yì,rán
意气扬扬,yì,yáng
意气相投,yì,tóu
意气相得,yì,dé
意气高昂,yì,áng
意气风发,yì,fā
逸尘断鞅,yì,yāng
逸趣横生,yì,shēng
意气飞扬,yì,yáng
饮犊上流,yìn,liú
饮马投钱,yìn,qián
印累绶若,yìn,ruò
荫子封妻,yìn,qī
映月读书,yìng,shū
硬语盘空,yìng,kōng
映雪囊萤,yìng,yíng
映雪读书,yìng,shū
应接不暇,yìng,xiá
应声虫,yìng,
应时对景,yìng,jǐng
应天承运,yìng,yùn
应天从人,yìng,rén
应天顺民,yìng,mín
应天顺人,yìng,rén
应运而生,yìng,shēng
应变无方,yìng,fāng
应答如流,yìng,liú
应答如响,yìng,xiǎng
应弦而倒,yìng,dǎo
应对如响,yìng,xiǎng
应付裕如,yìng,rú
应付自如,yìng,rú
应机立断,yìng,duàn
应节合拍,yìng,pāi
应名点卯,yìng,mǎo
应权通变,yìng,biàn
应对如流,yìng,liú
应刃而解,yìng,jiě
移风易俗,yí,sú
移风易尚,yí,shàng
移风平俗,yí,sú
移风革俗,yí,sú
移风改俗,yí,sú
移的就箭,yí,jiàn
移东就西,yí,xī
移东补西,yí,xī
移风振俗,yí,sú
移船就岸,yí,àn
移步换形,yí,xíng
移风崇教,yí,jiào
移根换叶,yí,yè
移山拔海,yí,hǎi
移宫换羽,yí,yǔ
移国动众,yí,zhòng
移花接木,yí,mù
移缓就急,yí,jí
移气养体,yí,tǐ
移情遣意,yí,yì
移日卜夜,yí,yè
贻笑后人,yí,rén
移山倒海,yí,hǎi
移山回海,yí,hǎi
移山竭海,yí,hǎi
移山跨海,yí,hǎi
移山填海,yí,hǎi
移根接叶,yí,yè
贻笑大方,yí,fāng
怡堂燕雀,yí,què
贻人口实,yí,shí
仪静体闲,yí,xián
仪表堂堂,yí,táng
移山造海,yí,hǎi
仪态万方,yí,fāng
仪态万千,yí,qiān
夷然自若,yí,ruò
沂水春风,yí,fēng
沂水舞雩,yí,yú
沂水弦歌,yí,gē
宜嗔宜喜,yí,xǐ
宜家宜室,yí,shì
宜室宜家,yí,jiā
宜喜宜嗔,yí,chēn
怡情理性,yí,xìng
怡情养性,yí,xìng
怡情悦性,yí,xìng
怡然自得,yí,dé
怡然自乐,yí,lè
怡然自若,yí,ruò
怡声下气,yí,qì
怡性养神,yí,shén
怡颜悦色,yí,sè
怡志养神,yí,shén
饴含抱孙,yí,sūn
贻臭万年,yí,nián
贻害无穷,yí,qióng
贻厥孙谋,yí,móu
贻误军机,yí,jī
移商换羽,yí,yǔ
遗臭千年,yí,nián
遗簪弊屦,yí,jù
颐指气使,yí,shǐ
疑鬼疑神,yí,shén
疑难杂症,yí,zhèng
疑人勿用，用人勿疑,yí,yòng，yòng
疑神见鬼,yí,guǐ
疑神疑鬼,yí,guǐ
疑事无功,yí,gōng
疑似之间,yí,jiān
疑团满腹,yí,fù
疑团莫释,yí,shì
遗世忘累,yí,lěi
遗世绝俗,yí,sú
遗世独立,yí,lì
颐指风使,yí,shǐ
遗世拔俗,yí,sú
遗簪坠屦,yí,jù
遗哂大方,yí,fāng
遗寝载怀,yí,huái
遗篇坠款,yí,kuǎn
遗篇断简,yí,jiǎn
遗孽余烈,yí,liè
遗名去利,yí,lì
遗落世事,yí,shì
遗黎故老,yí,lǎo
遗老遗少,yí,shào
遗老孤臣,yí,chén
遗艰投大,yí,dà
遗迹谈虚,yí,xū
遗声坠绪,yí,xù
颐养天年,yí,nián
颐养精神,yí,shén
颐性养寿,yí,shòu
遗簪坠珥,yí,ěr
遗簪脱舄,yí,xì
遗簪弃舄,yí,xì
遗簪绝缨,yí,yīng
遗簪堕履,yí,lǚ
遗簪堕珥,yí,ěr
遗簪弊履,yí,lǚ
移天换日,yí,rì
遗音余韵,yí,yùn
遗训余风,yí,fēng
遗休余烈,yí,liè
遗形忘性,yí,xìng
遗形去貌,yí,mào
遗形藏志,yí,zhì
遗笑大方,yí,fāng
遗物忘形,yí,xíng
遗物识心,yí,xīn
遗闻逸事,yí,shì
遗闻轶事,yí,shì
遗闻琐事,yí,shì
遗文逸句,yí,jù
遗俗绝尘,yí,chén
遗世越俗,yí,sú
遗簪坠舄,yí,xì
遗珠弃璧,yí,bì
颐精养神,yí,shén
颐神养气,yí,qì
颐神养寿,yí,shòu
颐神养性,yí,xìng
遗祸无穷,yí,qióng
遗魂亡魄,yí,pò
遗声余价,yí,jià
疑心生暗鬼,yí,àn
疑行无成,yí,chéng
遗芳余烈,yí,liè
遗珥坠簪,yí,zān
遗珥堕簪,yí,zān
彝鼎圭璋,yí,zhāng
遗恩余烈,yí,liè
遗德余烈,yí,liè
遗德休烈,yí,liè
遗大投艰,yí,jiān
遗臭无穷,yí,qióng
遗臭万载,yí,zǎi
遗臭万世,yí,shì
遗臭万年,yí,nián
遗臭万代,yí,dài
遗臭千秋,yí,qiū
遗编坠简,yí,jiǎn
遗编绝简,yí,jiǎn
遗编断简,yí,jiǎn
移樽就教,yí,jiào
移有足无,yí,wú
移易迁变,yí,biàn
移形换步,yí,bù
移星换斗,yí,dǒu
移孝作忠,yí,zhōng
移孝为忠,yí,zhōng
移天易日,yí,rì
移天徙日,yí,rì
遗芬剩馥,yí,fù
疑误天下,yí,xià
遗簪坠履,yí,lǚ
遗风余俗,yí,sú
遗芬余荣,yí,róng
遗风逸尘,yí,chén
遗风余采,yí,cǎi
遗风余教,yí,jiào
遗风余烈,yí,liè
遗风余思,yí,sī
遗风余习,yí,xí
遗风旧俗,yí,sú
遗风余象,yí,xiàng
遗风余泽,yí,zé
遗害无穷,yí,qióng
遗恨千古,yí,gǔ
遗恨终天,yí,tiān
遗华反质,yí,zhì
遗惠余泽,yí,zé
疑信参半,yí,bàn
遗风余韵,yí,yùn
遗风古道,yí,dào
吟风弄月,yín,yuè
淫辞邪说,yín,shuō
吟风咏月,yín,yuè
淫辞秽语,yín,yǔ
吟花咏柳,yín,liǔ
夤缘攀附,yín,fǔ
寅支卯粮,yín,liáng
淫朋密友,yín,yǒu
淫朋狎友,yín,yǒu
淫心匿行,yín,xíng
淫言诐行,yín,xíng
淫言狎语,yín,yǔ
淫言媟语,yín,yǔ
银钩虿尾,yín,wěi
银钩铁画,yín,huà
银钩玉唾,yín,tuò
银河倒泻,yín,xiè
银花火树,yín,shù
寅吃卯粮,yín,liáng
银山铁壁,yín,bì
银样蜡枪头,yín,qiāng
银屏金屋,yín,wū
龈齿弹舌,yín,shé
崟崎磊落,yín,luò
崟崎历落,yín,luò
淫词秽语,yín,yǔ
淫词艳曲,yín,qǔ
淫词亵语,yín,yǔ
龈龈计较,yín,jiào
银样閖枪头,yín,qiāng
蝇营鼠窥,yíng,kuī
蝇营狗苟,yíng,gǒu
蝇头小利,yíng,lì
蝇头小楷,yíng,kǎi
蝇声蛙躁,yíng,zào
赢奸卖俏,yíng,qiào
嬴奸买俏,yíng,qiào
蝇攒蚁聚,yíng,jù
蝇头蜗角,yíng,jiǎo
蝇头微利,yíng,lì
蝇攒蚁附,yíng,fù
蝇随骥尾,yíng,wěi
蝇名蜗利,yíng,lì
赢金一经,yíng,jīng
蝇集蚁附,yíng,fù
营私罔利,yíng,lì
迎风冒雪,yíng,xuě
盈盈一水,yíng,shuǐ
蝇附骥尾而致千里,yíng,wěi
蝇粪点玉,yíng,yù
迎风待月,yíng,yuè
蝇飞蚁聚,yíng,jù
营蝇斐锦,yíng,jǐn
营营逐逐,yíng,zhú
盈则必亏,yíng,kuī
蝇营蚁聚,yíng,jù
营营苟苟,yíng,gǒu
营私作弊,yíng,bì
营私植党,yíng,dǎng
营私舞弊,yíng,bì
萤窗雪案,yíng,àn
萤灯雪屋,yíng,wū
盈盈秋水,yíng,qiū
盈千累万,yíng,wàn
蝇营蚁附,yíng,fù
盈满之咎,yíng,jiù
迎来送往,yíng,wǎng
迎门请盗,yíng,dào
迎神赛会,yíng,huì
迎刃冰解,yíng,jiě
迎刃而解,yíng,jiě
迎刃而理,yíng,lǐ
迎奸卖俏,yíng,qiào
迎头痛击,yíng,jī
迎刃以解,yíng,jiě
迎头赶上,yíng,shàng
盈篇累牍,yíng,dú
迎新弃旧,yíng,jiù
迎新送故,yíng,gù
迎新送旧,yíng,jiù
盈科后进,yíng,jìn
迎刃立解,yíng,jiě
迎风招展,yíng,zhǎn
用非其人,yòng,rén
用非所学,yòng,xué
用管窥天,yòng,tiān
用尽心机,yòng,jī
用武之地,yòng,dì
用舍行藏,yòng,cáng
用天因地,yòng,dì
用夏变夷,yòng,yí
用心竭力,yòng,lì
用心良苦,yòng,kǔ
用心用意,yòng,yì
用行舍藏,yòng,shě
用一当十,yòng,shí
用逸待劳,yòng,láo
用之不竭,yòng,jié
用智铺谋,yòng,móu
用其所长,yòng,cháng
用兵如神,yòng,shén
佣中佼佼,yòng,jiǎo
褎如充耳,yòu,ěr
诱掖奖劝,yòu,quàn
诱掖后进,yòu,jìn
诱秦诓楚,yòu,chǔ
囿于成见,yòu,jiàn
狖轭鼯轩,yòu,xuān
幼学壮行,yòu,xíng
右手画圆，左手画方,yòu,yuán，zuǒ
右军习气,yòu,qì
右翦左屠,yòu,tú
诱敌深入,yòu,rù
又作别论,yòu,lùn
褎然举首,yòu,shǒu
右传之八章,yòu,bā
褎然冠首,yòu,shǒu
褎然居首,yòu,shǒu
又红又专,yòu,zhuān
又弱一个,yòu,gè
又生一秦,yòu,qín
又当别论,yòu,lùn
由衷之言,yóu,yán
由浅入深,yóu,shēn
由来已久,yóu,jiǔ
由近及远,yóu,yuǎn
由此及彼,yóu,bǐ
由博返约,yóu,yuē
尤云殢雪,yóu,xuě
尤云殢雨,yóu,yǔ
尤物移人,yóu,rén
尤花殢雪,yóu,xuě
尤红殢翠,yóu,cuì
尤而效之,yóu,zhī
由表及里,yóu,lǐ
犹解倒悬,yóu,xuán
油然而生,yóu,shēng
油壁香车,yóu,chē
游目骋怀,yóu,huái
游骑无归,yóu,guī
游刃有余,yóu,yú
游山玩景,yóu,jǐng
游山玩水,yóu,shuǐ
游手好闲,yóu,xián
游手偷闲,yóu,xián
游思妄想,yóu,xiǎng
游谈无根,yóu,gēn
游戏笔墨,yóu,mò
游戏尘寰,yóu,huán
游戏翰墨,yóu,mò
游戏人间,yóu,jiān
游戏人世,yóu,shì
游戏三昧,yóu,mèi
游闲公子,yóu,zǐ
游响停云,yóu,yún
游心骇耳,yóu,ěr
游心寓目,yóu,mù
游移不定,yóu,dìng
游云惊龙,yóu,lóng
游目骋观,yóu,guān
游回磨转,yóu,zhuǎn
游光扬声,yóu,shēng
游蜂戏蝶,yóu,dié
油干灯草尽,yóu,cǎo
油干灯尽,yóu,jìn
油干火尽,yóu,jìn
油光晶亮,yóu,liàng
油光可鉴,yóu,jiàn
油光水滑,yóu,huá
油煎火燎,yóu,liáo
油浇火燎,yóu,liáo
油腔滑调,yóu,diào
犹豫不决,yóu,jué
油头粉面,yóu,miàn
油头滑脸,yóu,liǎn
油头滑面,yóu,miàn
油头滑脑,yóu,nǎo
油盐酱醋,yóu,cù
油渍麻花,yóu,huā
油嘴滑舌,yóu,shé
油嘴油舌,yóu,shé
游辞巧饰,yóu,shì
游荡不羁,yóu,jī
游蜂浪蝶,yóu,dié
油头光棍,yóu,gùn
油嘴花唇,yóu,chún
玉石同碎,yù,suì
玉石相揉,yù,róu
玉不琢，不成器,yù,chéng
玉石皆碎,yù,suì
玉石俱摧,yù,cuī
玉石俱焚,yù,fén
玉石俱碎,yù,suì
鬻声钓世,yù,shì
鬻驽窃价,yù,jià
鬻矛誉榡,yù,dùn
鬻良杂苦,yù,kǔ
鬻鸡为凤,yù,fèng
鬻儿卖女,yù,nǚ
鬻宠擅权,yù,quán
鹬蚌相争，渔翁得利,yù,zhēng，yú
鹬蚌相争,yù,zhēng
鹬蚌相危,yù,wēi
鹬蚌相斗,yù,dòu
鹬蚌相持，渔翁得利,yù,chí，yú
鹬蚌相持，渔人得利,yù,chí，yú
鹬蚌相持,yù,chí
鹬蚌持争，渔翁得利,yù,zhēng，yú
毓子孕孙,yù,sūn
