word,head,tail
国尔忘家,guó,jiā
国耳忘家,guó,jiā
国富兵强,guó,qiáng
国富民安,guó,ān
国富民丰,guó,fēng
国家栋梁,guó,liáng
国计民生,guó,shēng
国将不国,guó,guó
国难当头,guó,tóu
国破家亡,guó,wáng
国色天香,guó,xiāng
国色天姿,guó,zī
国士无双,guó,shuāng
国无宁日,guó,rì
国富民强,guó,qiáng
国之干城,guó,chéng
国步艰难,guó,nán
瓜区豆分,guā,fēn
瓜分鼎峙,guā,zhì
呱呱坠地,guā,dì
呱呱堕地,guā,dì
刮野扫地,guā,dì
刮目相看,guā,kàn
刮目相见,guā,jiàn
刮目相待,guā,dài
刮骨去毒,guā,dú
刮骨抽筋,guā,jīn
刮垢磨痕,guā,hén
刮垢磨光,guā,guāng
刮地皮,guā,
刮肠洗胃,guā,wèi
瓜字初分,guā,fēn
瓜田之嫌,guā,xián
瓜田李下,guā,xià
瓜葛相连,guā,lián
瓜李之嫌,guā,xián
瓜连蔓引,guā,yǐn
瓜皮搭李树,guā,lǐ
瓜田不纳履，李下不正冠,guā,nà
瓜田不纳履，李下不整冠,guā,nà
瓜熟蒂落,guā,luò
瓜剖豆分,guā,fēn
瓜分豆剖,guā,pōu
瓜瓞绵绵,guā,mián
乖唇蜜舌,guāi,shé
乖僻邪谬,guāi,miù
乖嘴蜜舌,guāi,shé
官仓老鼠,guān,shǔ
纶巾羽扇,guān,shàn
官卑职小,guān,xiǎo
官偪民反,guān,fǎn
官逼民反,guān,fǎn
官场如戏,guān,xì
官法如炉,guān,lú
官官相护,guān,hù
官官相为,guān,wéi
官官相卫,guān,wèi
官虎吏狼,guān,láng
官轻势微,guān,wēi
官报私仇,guān,chóu
官情纸薄,guān,báo
官运亨通,guān,gōng
官止神行,guān,xíng
冠盖如云,guān,yún
冠盖相望,guān,wàng
冠履倒易,guān,yì
冠履倒置,guān,zhì
冠冕堂皇,guān,huáng
冠袍带履,guān,lǚ
冠上加冠,guān,guān
冠上履下,guān,xià
鳏寡孤独,guān,dú
鳏寡孤茕,guān,qióng
鳏寡孤惸,guān,dì
鳏鱼渴凤,guān,fèng
官样文章,guān,zhāng
观者云集,guān,jí
观者如云,guān,yún
鳏寡惸独,guān,dú
关怀备至,guān,zhì
关门打狗,guān,gǒu
关门大吉,guān,jí
关门落闩,guān,shuān
关门养虎，虎大伤人,guān,hǔ，hǔ
关情脉脉,guān,mài
关山迢递,guān,dì
关山阻隔,guān,gé
关心民瘼,guān,mò
观倡人,guān,rén
观风察俗,guān,sú
观过知仁,guān,rén
观化听风,guān,fēng
观机而动,guān,dòng
观机而作,guān,zuò
观今宜鉴古,guān,jiàn
观貌察色,guān,sè
观眉说眼,guān,yǎn
观山玩水,guān,shuǐ
观往知来,guān,lái
观望不前,guān,qián
观衅伺隙,guān,xì
观形察色,guān,sè
观隅反三,guān,sān
观者成堵,guān,dǔ
观者如堵,guān,dǔ
观者如垛,guān,duǒ
观者如市,guān,shì
观者如织,guān,zhī
鳏寡茕独,guān,dú
光明正大,guāng,dà
光明磊落,guāng,luò
光辉灿烂,guāng,làn
光彩耀目,guāng,mù
光彩陆离,guāng,lí
光彩夺目,guāng,mù
光采夺目,guāng,mù
光宗耀祖,guāng,zǔ
光阴似箭,guāng,jiàn
光阴如箭,guāng,jiàn
光阴荏苒,guāng,rǎn
光天化日,guāng,rì
光前泽,guāng,hòu
光前启后,guāng,hòu
光焰万丈,guāng,zhàng
光前绝后,guāng,hòu
光彩溢目,guāng,mù
光车骏马,guāng,mǎ
光风霁月,guāng,yuè
光复旧物,guāng,wù
光怪陆离,guāng,lí
光华夺目,guāng,mù
光芒万丈,guāng,zhàng
光可鉴人,guāng,rén
关东出相，关西出将,guēn,"xiàng,"
关门闭户,guēn,hù
圭角不露,guī,lù
圭角岸然,guī,rán
归正首丘,guī,qiū
归之若水,guī,shuǐ
归正首邱,guī,qiū
归正邱首,guī,shǒu
归正守丘,guī,qiū
归真反朴,guī,pǔ
圭璋特达,guī,dá
龟冷支床,guī,chuáng
龟鹤遐寿,guī,shòu
闺英闱秀,guī,xiù
规重矩叠,guī,dié
规重矩迭,guī,dié
规圆矩方,guī,fāng
规言矩步,guī,bù
规旋矩折,guī,shé
规行矩止,guī,zhǐ
规行矩步,guī,bù
规贤矩圣,guī,shèng
规天矩地,guī,dì
规绳矩墨,guī,mò
规求无度,guī,dù
龟鹤遐龄,guī,líng
规矩准绳,guī,shéng
规矩钩绳,guī,shéng
龟玉毁椟,guī,dú
龟厌不告,guī,gào
龟文鸟迹,guī,jì
龟年鹤算,guī,suàn
龟年鹤寿,guī,shòu
龟毛兔角,guī,jiǎo
龟龙片甲,guī,jiǎ
龟龙麟凤,guī,fèng
龟龙鳞凤,guī,fèng
龟龄鹤算,guī,suàn
龟冷搘床,guī,chuáng
规矩绳墨,guī,mò
归真反璞,guī,pú
珪璋特达,guī,dá
归全反真,guī,zhēn
归师勿掩，穷寇勿追,guī,yǎn，qóng
瑰意奇行,guī,xíng
归心似箭,guī,jiàn
归去来兮,guī,xī
归奇顾怪,guī,guài
归马放牛,guī,niú
归根究柢,guī,dǐ
归根结蒂,guī,dì
归根结柢,guī,dǐ
归根结底,guī,dǐ
归根到底,guī,dǐ
归十归一,guī,yī
归心如箭,guī,jiàn
归邪转曜,guī,yào
轨物范世,guī,shì
瑰意琦行,guī,xíng
寡不敌众,guǎ,zhòng
寡凫单鹄,guǎ,hú
寡鹄孤鸾,guǎ,luán
寡见少闻,guǎ,wén
寡见鲜闻,guǎ,wén
寡信轻诺,guǎ,nuò
寡廉鲜耻,guǎ,chǐ
寡情薄意,guǎ,yì
寡人之疾,guǎ,jí
寡闻少见,guǎ,jiàn
寡二少双,guǎ,shuāng
寡不胜众,guǎ,zhòng
拐弯抹角,guǎi,jiǎo
管见所及,guǎn,jí
管城毛颖,guǎn,yǐng
管窥筐举,guǎn,jǔ
管窥蠡测,guǎn,cè
管鲍分金,guǎn,jīn
管中窥豹,guǎn,bào
管宁割席,guǎn,xí
管鲍之交,guǎn,jiāo
管中窥天,guǎn,tiān
广厦万间,guǎng,jiān
广夏细旃,guǎng,zhān
广文先生,guǎng,sheng
广土众民,guǎng,mín
广庭大众,guǎng,zhòng
广陵散绝,guǎng,jué
广开言路,guǎng,lù
广开才路,guǎng,lù
广结良缘,guǎng,yuán
广见洽闻,guǎng,wén
广寒仙子,guǎng,zǐ
广种薄收,guǎng,shōu
广譬曲谕,guǎng,yù
诡谲多变,guǐ,biàn
佹形僪状,guǐ,zhuàng
鬼哭神号,guǐ,hào
鬼哭神惊,guǐ,jīng
鬼哭粟飞,guǐ,fēi
鬼哭天愁,guǐ,chóu
鬼烂神焦,guǐ,jiāo
鬼魅伎俩,guǐ,liǎng
鬼迷心窍,guǐ,qiào
鬼怕恶人,guǐ,én
鬼泣神嚎,guǐ,háo
鬼泣神号,guǐ,hào
鬼哭神嚎,guǐ,háo
鬼设神使,guǐ,shǐ
鬼神莫测,guǐ,cè
鬼使神差,guǐ,chāi
鬼头鬼脑,guǐ,nǎo
鬼形怪状,guǐ,zhuàng
鬼蜮伎俩,guǐ,liǎng
鬼蜮技俩,guǐ,liǎng
鬼吒狼嚎,guǐ,háo
鬼咤狼嚎,guǐ,háo
鬼抓狼嚎,guǐ,háo
佹得佹失,guǐ,shī
鬼神不测,guǐ,cè
鬼哭神愁,guǐ,chóu
鬼头滑脑,guǐ,nǎo
鬼哭狼嗥,guǐ,háo
诡诞不经,guǐ,jīng
诡计多端,guǐ,duān
诡谲怪诞,guǐ,dàn
诡秘莫测,guǐ,cè
诡衔窃辔,guǐ,pèi
诡变多端,guǐ,duān
诡形奇制,guǐ,zhì
诡雅异俗,guǐ,sú
鬼哭狼嚎,guǐ,háo
鬼出电入,guǐ,rù
诡言浮说,guǐ,shuō
鬼斧神工,guǐ,gōng
鬼工雷斧,guǐ,fǔ
鬼功神力,guǐ,lì
鬼鬼祟祟,guǐ,suì
鬼话连篇,guǐ,piān
鬼计百端,guǐ,duān
鬼计多端,guǐ,duān
鬼瞰高明,guǐ,míng
鬼瞰其室,guǐ,shì
鬼刻神劖,guǐ,chán
鬼出神入,guǐ,rù
裹足不前,guǒ,qián
裹血力战,guǒ,zhàn
裹尸马革,guǒ,gé
果于自信,guǒ,xìn
裹粮坐甲,guǒ,jiǎ
果刑信赏,guǒ,shǎng
果熟蒂落,guǒ,luò
果然如此,guǒ,cǐ
果不其然,guǒ,rán
果行育德,guǒ,dé
盖棺论定,gài,dìng
盖棺事定,gài,dìng
盖世无双,gài,shuāng
盖世英雄,gài,xióng
盖世之才,gài,cái
盖头换面,gài,miàn
概莫能外,gài,wài
概日凌云,gài,yún
盖不由己,gài,jǐ
盖棺定论,gài,lùn
干啼湿哭,gàn,kū
旰食之劳,gàn,láo
干霄蔽日,gàn,rì
干脆利索,gàn,suǒ
干端坤倪,gàn,ní
旰食宵衣,gàn,yī
干干翼翼,gàn,yì
干戈载戢,gàn,jí
干净利索,gàn,suǒ
干父之蛊,gàn,gǔ
干名犯义,gàn,yì
告往知来,gào,lái
膏车秣马,gào,mǎ
膏唇贩舌,gào,shé
膏唇岐舌,gào,shé
告老在家,gào,jiā
告老还乡,gào,xiāng
告贷无门,gào,mén
告老还家,gào,jiā
各个击破,gè,pò
各尽所能,gè,néng
各自为战,gè,zhàn
各就各位,gè,wèi
各取所长,gè,cháng
各取所需,gè,xū
各人自扫门前雪,gè,sǎo
各人自扫门前雪，莫管他家瓦上霜,gè,sǎo
各色各样,gè,yàng
各色名样,gè,yàng
各色人等,gè,děng
各式各样,gè,yàng
各抒己见,gè,jiàn
各抒所见,gè,jiàn
各司其事,gè,shì
各为其主,gè,zhǔ
各行其是,gè,shì
各行其志,gè,zhì
各有千秋,gè,qiū
各有所长,gè,chéng
各有所短,gè,duǎn
各有所好,gè,hào
各有所职,gè,zhí
各执己见,gè,jiàn
各自为政,gè,zhèng
各得其宜,gè,yí
各得其所,gè,suǒ
各执一词,gè,cí
各持己见,gè,jiàn
各从其志,gè,zhì
各不相让,gè,ràng
个中妙趣,gè,qù
各不相谋,gè,móu
个中滋味,gè,wèi
各安生业,gè,yè
各奔前程,gè,chéng
亘古新闻,gèn,wén
亘古未有,gèn,yǒu
亘古通今,gèn,jīn
亘古奇闻,gèn,wén
亘古亘今,gèn,jīn
亘古不灭,gèn,miè
更仆难尽,gèng,jìn
更进一竿,gèng,gān
更名改姓,gèng,xìng
更上一层楼,gèng,céng
更待干罢,gèng,bà
格杀弗论,gé,lùn
格杀无论,gé,lùn
格杀勿论,gé,lùn
格物穷理,gé,lǐ
格物致知,gé,zhī
格于成例,gé,lì
隔岸观火,gé,huǒ
隔壁撺椽,gé,chuán
隔壁听话,gé,huà
隔皮断货,gé,huò
隔墙有耳,gé,ěr
隔山买老牛,gé,lǎo
隔世之感,gé,gǎn
隔屋撺椽,gé,chuán
隔行如隔山,gé,gé
隔靴爬痒,gé,yǎng
格格不入,gé,rù
隔靴抓痒,gé,yǎng
隔年皇历,gé,lì
隔靴搔痒,gé,yǎng
革旧维新,gé,xīn
格不相入,gé,rù
革面革心,gé,xīn
革面敛手,gé,shǒu
格高意远,gé,yuǎn
革面悛心,gé,xīn
革面洗心,gé,xīn
革命创制,gé,zhì
革命反正,gé,zhèng
革图易虑,gé,lǜ
革邪反正,gé,zhèng
革带移孔,gé,kǒng
革凡成圣,gé,shèng
格古通今,gé,jīn
革风易俗,gé,sú
革凡登圣,gé,shèng
格杀不论,gé,lùn
革新变旧,gé,jiù
革旧图新,gé,xīn
革心易行,gé,xíng
革旧从新,gé,xīn
革奸铲暴,gé,bào
革故立新,gé,xīn
革故鼎新,gé,xīn
革旧鼎新,gé,xīn
共贯同条,gòng,tiáo
共挽鹿车,gòng,chē
共为唇齿,gòng,chǐ
共枝别干,gòng,gàn
贡禹弹冠,gòng,guān
共商国是,gòng,shì
诟龟呼天,gòu,tiān
诟如不闻,gòu,wén
垢面蓬头,gòu,tóu
故作高深,gù,shēn
顾头不顾尾,gù,gù
顾犬补牢,gù,láo
顾全大局,gù,jú
顾曲周郎,gù,láng
顾前不顾后,gù,gù
顾盼自雄,gù,xióng
顾盼自豪,gù,háo
顾盼生姿,gù,zī
顾盼神飞,gù,fēi
顾盼多姿,gù,zī
顾名思义,gù,yì
顾虑重重,gù,chóng
顾景惭形,gù,xíng
顾后瞻前,gù,qián
顾复之恩,gù,ēn
顾而言他,gù,tā
顾此失彼,gù,bǐ
顾盼生辉,gù,huī
故作玄虚,gù,xū
故我依然,gù,rán
故伎重演,gù,yǎn
故土难离,gù,lí
故态复还,gù,huán
故甚其词,gù,cí
故入人罪,gù,zuì
故人之意,gù,yì
故弄玄虚,gù,xū
故弄虚玄,gù,xuán
故旧不弃,gù,qì
故剑情深,gù,shēn
故家乔木,gù,mù
故技重演,gù,yǎn
故态复萌,gù,méng
故宫禾黍,gù,shǔ
故步自画,gù,huà
故步自封,gù,fēng
故态复作,gù,zuò
固执成见,gù,jiàn
故纸堆,gù,
顾小失大,gù,dà
顾影惭形,gù,xíng
固执己见,gù,jiàn
顾影自怜,gù,lián
顾影弄姿,gù,zī
告朔饩羊,gù,yáng
固壁清野,gù,yě
固步自封,gù,fēng
顾左右而言他,gù,ér
固若金汤,gù,tāng
甘言厚礼,gān,lǐ
甘心情原,gān,yuán
甘心情愿,gān,yuàn
肝肠寸断,gān,duàn
甘心如荠,gān,jì
甘旨肥浓,gān,nóng
甘心首疾,gān,jí
甘之如饴,gān,yí
甘之如荠,gān,jì
甘雨随车,gān,chē
甘言美语,gān,yǔ
甘之若素,gān,sù
甘心瞑目,gān,mù
肝胆相照,gān,zhào
肝胆过人,gān,rén
肝胆胡越,gān,yuè
肝胆披沥,gān,lì
肝胆涂地,gān,dì
肝心涂地,gān,dì
肝胆欲碎,gān,suì
肝胆照人,gān,rén
肝脑涂地,gān,dì
肝髓流野,gān,yě
竿头直上,gān,shàng
竿头日上,gān,shàng
竿头日进,gān,jìn
肝心若裂,gān,liè
肝胆楚越,gān,yuè
甘棠之惠,gān,huì
竿头一步,gān,bù
甘棠遗爱,gān,ài
甘棠之爱,gān,ài
干巴利脆,gān,cuì
干巴利落,gān,luò
干柴烈火,gān,huǒ
干城之将,gān,jiàng
干脆利落,gān,luò
干将莫邪,gān,yé
干净利落,gān,luò
干名采誉,gān,yù
干卿底事,gān,shì
干霄凌云,gān,yún
甘败下风,gān,fēng
干云蔽日,gān,rì
甘处下流,gān,liú
甘死如饴,gān,yí
甘拜下风,gān,fēng
甘贫守分,gān,fēn
甘贫乐道,gān,dào
甘冒虎口,gān,kǒu
甘泉必竭,gān,jié
甘居人后,gān,hòu
甘井先竭,gān,jié
甘瓜苦蒂,gān,dì
甘分随时,gān,shí
甘苦与共,gān,gòng
刚直不阿,gāng,ē
刚肠嫉恶,gāng,è
刚戾自用,gāng,yòng
刚柔相济,gāng,jì
刚毅木讷,gāng,nè
刚正不阿,gāng,ē
刚中柔外,gāng,wài
钢浇铁铸,gāng,zhù
纲举目张,gāng,zhāng
纲目不疏,gāng,shū
纲挈目张,gāng,zhāng
纲提领挈,gāng,qiè
刚愎自用,gāng,yòng
钢筋铁骨,gāng,gǔ
岗头泽底,gāng,dǐ
亢音高唱,gāng,chàng
纲纪废弛,gāng,chí
扛鼎拔山,gāng,shān
膏火之费,gāo,fèi
高视阔步,gāo,bù
高耸入云,gāo,yún
高抬贵手,gāo,shǒu
高抬明镜,gāo,jìng
高谈大论,gāo,lùn
高谈弘论,gāo,lùn
高谈阔论,gāo,lùn
高谈雄辩,gāo,biàn
高谈虚论,gāo,lùn
高堂大厦,gāo,shà
高天厚地,gāo,dì
高头大马,gāo,mǎ
高头讲章,gāo,zhāng
高位厚禄,gāo,lù
高位重禄,gāo,lù
高文大册,gāo,cè
高文典册,gāo,cè
高文典策,gāo,cè
高卧东山,gāo,shān
高世骇俗,gāo,sú
高识远见,gāo,jiàn
高深莫测,gāo,cè
高山仰止,gāo,zhǐ
高明远识,gāo,shí
高睨大谈,gāo,tán
高鸟尽，良弓藏,gāo,gōng
高朋满座,gāo,zuò
高情厚谊,gāo,yì
高情逸态,gāo,tai
高情逸兴,gāo,xīng
高情远意,gāo,yì
高情远韵,gāo,yùn
高情远致,gāo,zhì
高人雅士,gāo,shì
高人一筹,gāo,chóu
高人一等,gāo,děng
高人逸士,gāo,shì
缟纻之交,gāo,jiāo
高山景行,gāo,xíng
高山峻岭,gāo,lǐng
高山流水,gāo,shuǐ
高山仰之,gāo,zhī
高屋建瓴,gāo,líng
高下其手,gāo,shǒu
高下任心,gāo,xīn
高下在口,gāo,kǒu
高义薄云天,gāo,yún
高斋学士,gāo,shì
高瞻远瞩,gāo,zhǔ
高掌远跖,gāo,zhí
高掌远蹠,gāo,zhí
高枕安寝,gāo,qǐn
高枕安卧,gāo,wò
高枕而卧,gāo,wò
高枕无忧,gāo,yōu
高义薄云,gāo,yún
高枕勿忧,gāo,yōu
高自标誉,gāo,yù
高自标置,gāo,zhì
高自位置,gāo,zhì
高足弟子,gāo,zǐ
膏场绣浍,gāo,kuài
膏梁锦绣,gāo,xiù
膏唇试舌,gāo,shé
膏唇拭舌,gāo,shé
膏肓之疾,gāo,jí
高自标树,gāo,shù
膏火自煎,gāo,jiān
高阳酒徒,gāo,tú
膏梁子弟,gāo,dì
高下在手,gāo,shǒu
高下在心,gāo,xīn
高翔远引,gāo,yǐn
高姓大名,gāo,míng
高悬秦镜,gāo,jìng
櫜甲束兵,gāo,bīng
櫜弓卧鼓,gāo,gǔ
高牙大纛,gāo,dào
櫜弓戢矢,gāo,shǐ
膏梁纨裦,gāo,kù
櫜弓戢戈,gāo,gē
膏腴子弟,gāo,dì
高名大姓,gāo,xìng
膏腴之地,gāo,dì
膏腴贵游,gāo,yóu
膏粱子弟,gāo,dì
膏粱文绣,gāo,xiù
膏粱纨裦,gāo,kù
膏粱年少,gāo,shào
膏粱锦绣,gāo,xiù
膏泽脂香,gāo,xiāng
高门大屋,gāo,wū
高官尊爵,gāo,jué
高楼大厦,gāo,shà
高城深池,gāo,chí
高车驷马,gāo,mǎ
高唱入云,gāo,yún
高材捷足,gāo,zú
高材疾足,gāo,zú
高才卓识,gāo,shí
高才远识,gāo,shí
高才绝学,gāo,xué
高才捷足,gāo,zú
高才疾足,gāo,zú
高才大学,gāo,xué
高才大德,gāo,dé
高步云衢,gāo,qú
高步通衢,gāo,qú
高步阔视,gāo,shì
高不可攀,gāo,pān
高不可登,gāo,dēng
高不辏低不就,gāo,dī
高不凑低不就,gāo,dī
高不成低不就,gāo,dī
高不成，低不就,gāo,bù
高门大户,gāo,hù
高岸深谷,gāo,gǔ
高出一筹,gāo,chóu
高蹈远举,gāo,jǔ
高傲自大,gāo,dà
高而不危,gāo,wēi
高遏行云,gāo,yún
高垒深沟,gāo,gōu
高爵重禄,gāo,lù
高爵厚禄,gāo,lù
高举远蹈,gāo,dǎo
高举深藏,gāo,cáng
高居深拱,gāo,gǒng
高节清风,gāo,fēng
高见远识,gāo,shí
高冠博带,gāo,dài
高官重禄,gāo,lù
高官显爵,gāo,jué
高高在上,gāo,shàng
高官厚禄,gāo,lù
高官极品,gāo,pǐn
高飞远遁,gāo,dùn
高飞远集,gāo,jí
高飞远举,gāo,jǔ
高飞远走,gāo,zǒu
高飞远翔,gāo,xiáng
高风峻节,gāo,jié
高风亮节,gāo,jié
高凤自秽,gāo,huì
高歌猛进,gāo,jìn
高顾遐视,gāo,shì
高风劲节,gāo,jié
歌楼舞榭,gē,xiè
割席分坐,gē,zuò
歌功颂德,gē,dé
歌声绕梁,gē,liáng
格格不吐,gē,tǔ
歌舞升平,gē,píng
歌莺舞燕,gē,yàn
歌于斯，哭于斯,gē,yú
割肉饲虎,gē,hǔ
格格不纳,gē,nà
歌台舞榭,gē,xiè
割肉补疮,gē,chuāng
割须弃袍,gē,pào
割襟之盟,gē,méng
割据一方,gē,fāng
割臂盟公,gē,gōng
割臂之盟,gē,méng
割地称臣,gē,chén
割地求和,gē,hé
割肚牵肠,gē,cháng
割骨疗亲,gē,qīn
割股疗亲,gē,qīn
割股之心,gē,xīn
割鸡焉用牛刀,gē,yòng
割恩断义,gē,yì
根株附丽,gēn,lì
根株牵连,gēn,lián
根牙盘错,gēn,cuò
根株结盘,gēn,pán
根生土长,gēn,zhǎng
根椽片瓦,gēn,wǎ
根孤伎薄,gēn,báo
根结盘固,gēn,gù
根结盘据,gēn,jù
根据盘互,gēn,hù
根连株拔,gēn,bá
根牢蒂固,gēn,gù
根连株逮,gēn,dǎi
根盘蒂结,gēn,jié
根蟠节错,gēn,cuò
根深柢固,gēn,gù
根深蒂固,gēn,gù
根深蒂结,gēn,jié
根深枝茂,gēn,mào
根牙磐错,gēn,cuò
根据槃互,gēn,hù
根深本固,gēn,gù
根深叶茂,gēn,mào
更深夜静,gēng,jìng
羹藜唅糗,gēng,qiǔ
羹藜含糗,gēng,qiǔ
耕耘树艺,gēng,yì
耕当问奴,gēng,nú
庚癸之呼,gēng,hū
更长梦短,gēng,duǎn
更唱迭和,gēng,hé
更唱叠和,gēng,hé
更深人静,gēng,jìng
更姓改物,gēng,wù
更阑人静,gēng,jǐng
更令明号,gēng,hào
更弦易辙,gēng,zhé
更难仆数,gēng,shù
更仆难数,gēng,shǔ
更仆难终,gēng,zhōng
更弦改辙,gēng,zhé
庚癸频呼,gēng,hū
葛屦履霜,gě,shuāng
耿耿于怀,gěng,huái
绠短汲深,gěng,shēn
绠短绝泉,gěng,quán
梗顽不化,gěng,huà
梗迹萍踪,gěng,zōng
梗泛萍飘,gěng,piāo
梗泛萍漂,gěng,piāo
耿耿于心,gěng,xīn
梗迹蓬飘,gěng,piāo
公之于众,gōng,zhòng
公私两济,gōng,jì
公听并观,gōng,guān
公修公德，婆修婆德,gōng,dé，pó
公正不阿,gōng,ē
公正廉洁,gōng,jié
公正廉明,gōng,míng
公正无私,gōng,sī
公私两利,gōng,lì
功成弗居,gōng,jū
公诸同好,gōng,hào
公子哥儿,gōng,ér
公子王孙,gōng,sūn
功败垂成,gōng,chéng
功标青史,gōng,shǐ
功薄蝉翼,gōng,yì
功成不居,gōng,jū
公私两便,gōng,biàn
功成骨枯,gōng,kū
功成名就,gōng,jiù
功成名遂,gōng,suì
公忠体国,gōng,guó
公私交困,gōng,kùn
公明正大,gōng,dà
公说公有理，婆说婆有理,gōng,yǒu
工力悉敌,gōng,dí
工欲善其事，必先利其器,gōng,qí
弓调马服,gōng,fú
弓影杯蛇,gōng,shé
弓影浮杯,gōng,bēi
弓折刀尽,gōng,jìn
公报私仇,gōng,chóu
公报私雠,gōng,chóu
公才公望,gōng,wàng
公道合理,gōng,lǐ
公私兼顾,gōng,gù
公而忘私,gōng,sī
公耳忘私,gōng,sī
公规密谏,gōng,jiàn
公买公卖,gōng,mài
公门桃李,gōng,lǐ
公平合理,gōng,lǐ
公平交易,gōng,yì
公平无私,gōng,sī
公平正直,gōng,zhí
公事公办,gōng,bàn
公是公非,gōng,fēi
功成身退,gōng,tuì
公尔忘私,gōng,sī
功成行满,gōng,mǎn
功德无量,gōng,liàng
攻心扼吭,gōng,kēng
攻心为上,gōng,shàng
供不应求,gōng,qiú
供过于求,gōng,qiú
宫车晏驾,gōng,jià
宫邻金虎,gōng,hǔ
功到自然成,gōng,rán
恭逢其盛,gōng,shèng
恭贺新禧,gōng,xǐ
恭敬不如从命,gōng,rú
恭敬桑梓,gōng,zǐ
恭默守静,gōng,jìng
攻瑕指失,gōng,shī
恭行天罚,gōng,fá
躬逢其盛,gōng,shèng
躬耕乐道,gōng,dào
躬擐甲胄,gōng,zhòu
躬冒矢石,gōng,shí
躬体力行,gōng,xíng
躬先士卒,gōng,zú
躬行节俭,gōng,jiǎn
躬行实践,gōng,jiàn
躬自菲薄,gōng,bó
龚行天罚,gōng,fá
觥筹交错,gōng,cuò
觥饭不及壶飧,gōng,jí
躬蹈矢石,gōng,shí
攻瑕索垢,gōng,gòu
恭而有礼,gōng,lǐ
攻无不克，战无不胜,gōng,kè，zhàn
功德圆满,gōng,mǎn
功盖天下,gōng,xià
功高不赏,gōng,shǎng
功高盖世,gōng,shì
攻无不取，战无不胜,gōng,qǔ，zhàn
功高震主,gōng,zhǔ
功亏一篑,gōng,kuì
功名富贵,gōng,guì
功名利禄,gōng,lù
功若丘山,gōng,shān
功遂身退,gōng,tuì
功行圆满,gōng,mǎn
功一美二,gōng,èr
功高望重,gōng,zhòng
攻城略地,gōng,dì
攻城掠地,gōng,dì
攻无不克,gōng,kè
攻守同盟,gōng,méng
攻其无备,gōng,bèi
攻其不备,gōng,bèi
攻苦食俭,gōng,jiǎn
攻其一点，不及其余,gōng,diǎn，bù
攻苦食啖,gōng,dàn
攻苦茹酸,gōng,suān
攻疾防患,gōng,huàn
攻过箴阙,gōng,què
攻城野战,gōng,zhàn
攻苦食淡,gōng,dàn
钩深图远,gōu,yuǎn
沟满濠平,gōu,píng
沟满壕平,gōu,píng
勾心斗角,gōu,jiǎo
钩金舆羽,gōu,yǔ
勾魂摄魄,gōu,pò
钩深索隐,gōu,yǐn
钩深致远,gōu,yuǎn
钩辀格磔,gōu,zhé
钩玄猎秘,gōu,mì
钩玄提要,gōu,yào
钩元提要,gōu,yào
钩元摘秘,gōu,mì
钩章棘句,gōu,jù
钩爪锯牙,gōu,yá
篝火狐鸣,gōu,míng
钩心斗角,gōu,jiǎo
钩深极奥,gōu,ào
姑射神人,gū,rén
孤履危行,gū,xíng
姑息养奸,gū,jiān
孤身只影,gū,yǐng
孤豚腐鼠,gū,shǔ
孤文断句,gū,jù
孤文只义,gū,yì
孤行己见,gū,jiàn
孤行己意,gū,yì
孤行一意,gū,yì
孤形吊影,gū,yǐng
孤悬浮寄,gū,jì
孤悬客寄,gū,jì
孤学坠绪,gū,xù
孤云野鹤,gū,hè
孤掌难鸣,gū,míng
孤舟独桨,gū,jiǎng
孤注一掷,gū,zhì
沽名吊誉,gū,yù
沽名钓誉,gū,yù
沽名干誉,gū,yù
沽名卖直,gū,zhí
沽名要誉,gū,yù
姑妄听之,gū,zhī
沽誉钓名,gū,míng
沽誉买直,gū,zhí
辜恩背义,gū,yì
辜恩负义,gū,yì
孤鸾照镜,gū,jìng
孤鸾寡鹄,gū,hú
姑妄言之,gū,zhī
孤立无助,gū,zhù
孤陋寡闻,gū,wén
孤臣孽子,gū,zǐ
孤标傲世,gū,shì
孤傲不群,gū,qún
姑置勿论,gū,lùn
孤俦寡匹,gū,pǐ
孤雏腐鼠,gū,shǔ
孤雌寡鹤,gū,hè
孤犊触乳,gū,rǔ
孤独鳏寡,gū,guǎ
孤独矜寡,gū,guǎ
孤恩负义,gū,yì
孤儿寡妇,gū,fù
孤标独步,gū,bù
孤寡鳏独,gū,dú
孤鸿寡鹄,gū,hú
孤魂野鬼,gū,guǐ
孤家寡人,gū,rén
孤军奋战,gū,zhàn
孤军深入,gū,rù
孤军作战,gū,zhàn
孤苦仃俜,gū,pīng
孤苦伶仃,gū,dīng
孤苦零丁,gū,dīng
孤芳自赏,gū,shǎng
孤立寡与,gū,yǔ
孤立无援,gū,yuán
感戴二天,gǎ,tiān
改途易辙,gǎi,zhé
改弦易调,gǎi,diào
改行从善,gǎi,shàn
改头换尾,gǎi,wěi
改弦易张,gǎi,zhāng
改弦易辙,gǎi,zhé
改邪归正,gǎi,zhèng
改往修来,gǎi,lái
改行迁善,gǎi,shàn
改玉改行,gǎi,xíng
改行自新,gǎi,
改姓更名,gǎi,míng
改姓易代,gǎi,dài
改玉改步,gǎi,bù
改辕易辙,gǎi,zhé
改张易调,gǎi,diào
改辙易途,gǎi,tú
